,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
2016,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.6235362165772926e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.752770828478134e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.764563140049802e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.871599009106717e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.5590978225409344e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.6124554591545603e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.8576236116008005e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.9245674165446758e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.0100270337053416e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.582591561717251e-07]",puro
2017,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.1587053538875125e-10]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.679975130703838e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.827521550230472e-10]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 6.367872018575582e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 7.652169387029062e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 7.94079116905877e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 8.180394173162853e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 8.380529092910649e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 8.947622409660738e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.2886991751503984e-07]",estiló
2018,"['[CLS] somos [SEP]', array([4.000e+00, 4.107e+03, 5.000e+00]), 2.2391777321217887e-10]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 1.5302269451566985e-09]","['[CLS] digo [SEP]', array([   4., 3860.,    5.]), 3.0891610380834322e-09]","['[CLS] cariño [SEP]', array([4.00e+00, 4.38e+03, 5.00e+00]), 7.0018442155372895e-09]","['[CLS] necesito [SEP]', array([   4., 3752.,    5.]), 7.98232657750475e-09]","['[CLS] chico [SEP]', array([   4., 3741.,    5.]), 8.628950665112711e-09]","['[CLS] suerte [SEP]', array([   4., 3713.,    5.]), 1.0407876005480432e-08]","['[CLS] rápido [SEP]', array([   4., 3710.,    5.]), 1.0610039624658896e-08]","['[CLS] cuidado [SEP]', array([4.000e+00, 4.499e+03, 5.000e+00]), 1.2325259923784415e-08]","['[CLS] allá [SEP]', array([   4., 3665.,    5.]), 1.3921516606174578e-08]",viejo
2019,"['[CLS] digo [SEP]', array([   4., 3860.,    5.]), 1.5940471165265535e-10]","['[CLS] necesito [SEP]', array([   4., 3752.,    5.]), 2.151957834151119e-09]","['[CLS] chico [SEP]', array([   4., 3741.,    5.]), 2.493751649623732e-09]","['[CLS] somos [SEP]', array([4.000e+00, 4.107e+03, 5.000e+00]), 3.354558963941656e-09]","['[CLS] suerte [SEP]', array([   4., 3713.,    5.]), 3.4885953015262317e-09]","['[CLS] rápido [SEP]', array([   4., 3710.,    5.]), 3.6060480157473762e-09]","['[CLS] allá [SEP]', array([   4., 3665.,    5.]), 5.630222732477819e-09]","['[CLS] crees [SEP]', array([   4., 3660.,    5.]), 5.886340637140108e-09]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 6.7359414712697685e-09]","['[CLS] veo [SEP]', array([   4., 3639.,    5.]), 7.03273417279604e-09]",PRI
2020,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2021,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.522407344634047e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.5333987968269014e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.861162757244017e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.1261365557023737e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.2790559883745232e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.5409356790563322e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.7807994956431372e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.8463567974524864e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.9300810061295692e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.4918633168002913e-07]",Excelente
2022,"['[CLS] cierto [SEP]', array([   4., 3015.,    5.]), 8.84405881862449e-11]","['[CLS] cabeza [SEP]', array([   4., 3067.,    5.]), 2.57821541893577e-10]","['[CLS] importa [SEP]', array([   4., 3000.,    5.]), 2.8604485446948047e-10]","['[CLS] dije [SEP]', array([   4., 2989.,    5.]), 5.047682272163456e-10]","['[CLS] demasiado [SEP]', array([   4., 3083.,    5.]), 5.625536703135481e-10]","['[CLS] serio [SEP]', array([   4., 3084.,    5.]), 5.853695306257123e-10]","['[CLS] hemos [SEP]', array([   4., 2972.,    5.]), 9.691800695321717e-10]","['[CLS] contigo [SEP]', array([   4., 3103.,    5.]), 1.1011680456363138e-09]","['[CLS] policía [SEP]', array([   4., 2962.,    5.]), 1.315871966944826e-09]","['[CLS] casi [SEP]', array([   4., 3128.,    5.]), 2.01113470321701e-09]",labor
2023,"['[CLS] a [SEP]', array([   4., 1013.,    5.]), 3.0901425862595033e-10]","['[CLS] de [SEP]', array([   4., 1008.,    5.]), 1.5799421770879007e-09]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 3.157113681595547e-09]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 6.6660081898817225e-09]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 8.111890825723833e-09]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 9.693202240868004e-09]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1408352151853762e-08]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.844282915275386e-08]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 2.074106375538065e-08]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 2.9762898035023966e-08]",","
2024,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.7510149713805276e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.823994565443911e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0345792778032603e-07]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0374414116665065e-07]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.219604178759326e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.490569503439289e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.847200881201829e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.9432801146599417e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.065206922199138e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.864344732569137e-07]",Diputado
2025,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.0909096403999285e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.2958397244133835e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.4137876586394214e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.4276226362474063e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 3.3468230853372916e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.8022177572518672e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.0609150130912468e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.1313951981127843e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.221281102388062e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.8213464819959455e-07]",Oscar
2026,"['[CLS] a [SEP]', array([   4., 1013.,    5.]), 3.0901425862595033e-10]","['[CLS] de [SEP]', array([   4., 1008.,    5.]), 1.5799421770879007e-09]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 3.157113681595547e-09]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 6.6660081898817225e-09]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 8.111890825723833e-09]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 9.693202240868004e-09]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1408352151853762e-08]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.844282915275386e-08]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 2.074106375538065e-08]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 2.9762898035023966e-08]",","
2027,"['[CLS] veo [SEP]', array([   4., 3639.,    5.]), 2.6521340679153127e-11]","['[CLS] crees [SEP]', array([   4., 3660.,    5.]), 1.5101420114405073e-10]","['[CLS] allá [SEP]', array([   4., 3665.,    5.]), 1.9534152073674704e-10]","['[CLS] mamá [SEP]', array([   4., 3552.,    5.]), 6.413481967726398e-10]","['[CLS] rápido [SEP]', array([   4., 3710.,    5.]), 8.387333050308143e-10]","['[CLS] espera [SEP]', array([   4., 3540.,    5.]), 8.788743066645566e-10]","['[CLS] suerte [SEP]', array([   4., 3713.,    5.]), 8.968191744784804e-10]","['[CLS] papá [SEP]', array([   4., 3538.,    5.]), 9.22265486202889e-10]","['[CLS] chico [SEP]', array([   4., 3741.,    5.]), 1.5267613839853311e-09]","['[CLS] necesito [SEP]', array([   4., 3752.,    5.]), 1.8166410598041693e-09]",Siempre
2028,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 7.579372685029284e-10]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.3630125916819225e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 5.3953835288389485e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 5.4160579909812157e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 6.752680503652186e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.514433847800035e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.818431001916366e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.9007521495927335e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.00545872855551e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.6976060180382575e-07]",apoyando
2029,"['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.9097391163190878e-11]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.2585633363547686e-10]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 5.16464759847679e-10]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.722077008243673e-09]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.966393686243407e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 3.001151216430742e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 4.474034809298644e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.8145123292789833e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 2.088683137557723e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 3.1010100487449677e-08]","Ciudadano,"
2030,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.8071677487796478e-10]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 5.212742459903552e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 6.069680458242743e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 6.091607607228156e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 7.504683174897053e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.65770018548217e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.969994259416353e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.05448414117393e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.1619052054399077e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.8709177863083255e-07]",Viva
2031,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.498985380266049e-10]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 4.67927918634814e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.92095744550636e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.946003521830391e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 9.549429313970847e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.031643373008208e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.3645948249727553e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.454484350795539e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.5686638455434405e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.319667049612619e-07]",Tabasco.
2032,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2033,"['[CLS] toda [SEP]', array([   4., 1869.,    5.]), 1.5071610626193888e-11]","['[CLS] tanto [SEP]', array([   4., 1877.,    5.]), 4.1509129466987815e-11]","['[CLS] mundo [SEP]', array([   4., 1863.,    5.]), 1.365184632007299e-10]","['[CLS] otra [SEP]', array([   4., 1861.,    5.]), 2.0437340708667762e-10]","['[CLS] mí [SEP]', array([   4., 1857.,    5.]), 3.816722493610314e-10]","['[CLS] después [SEP]', array([   4., 1888.,    5.]), 4.2011483181170206e-10]","['[CLS] tengo [SEP]', array([   4., 1847.,    5.]), 1.0717119414138665e-09]","['[CLS] hombre [SEP]', array([   4., 1900.,    5.]), 1.2704015617259756e-09]","['[CLS] estás [SEP]', array([   4., 1844.,    5.]), 1.348733236206101e-09]","['[CLS] verdad [SEP]', array([   4., 1836.,    5.]), 2.2490104223393814e-09]",Que
2034,"['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.2227597934177936e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.7161954968258897e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.9607318657577366e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.1822225360068614e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.4761479533452757e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.5007813486688235e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.5148630733440314e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.718305424145086e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 4.73213720431076e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 5.27346318834887e-08]",jornada
2035,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.259019749040192e-09]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 3.2395998106338197e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 4.506329276399157e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 4.525225438811731e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 5.753316401069242e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.317871927726145e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.610090911181473e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.6893333560096266e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.7901864940726995e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.458392086042039e-07]",legislativa.
2036,"['[CLS] parte [SEP]', array([   4., 1565.,    5.]), 5.872374808646441e-10]","['[CLS] era [SEP]', array([   4., 1538.,    5.]), 7.051781381051114e-10]","['[CLS] tiempo [SEP]', array([   4., 1577.,    5.]), 2.1388114612719278e-09]","['[CLS] ya [SEP]', array([   4., 1526.,    5.]), 2.4705463230745295e-09]","['[CLS] gran [SEP]', array([   4., 1523.,    5.]), 3.085684707748726e-09]","['[CLS] algo [SEP]', array([   4., 1513.,    5.]), 5.65466151680738e-09]","['[CLS] buen [SEP]', array([   4., 1594.,    5.]), 5.908510014585033e-09]","['[CLS] tiene [SEP]', array([   4., 1512.,    5.]), 5.956232618231638e-09]","['[CLS] hasta [SEP]', array([   4., 1597.,    5.]), 6.7572697437512375e-09]","['[CLS] han [SEP]', array([   4., 1600.,    5.]), 7.659467726739422e-09]",Buen
2037,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.7510149713805276e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.823994565443911e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0345792778032603e-07]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0374414116665065e-07]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.219604178759326e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.490569503439289e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.847200881201829e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.9432801146599417e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.065206922199138e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.864344732569137e-07]",Diputado
2038,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2039,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 0.5699923494441481]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 0.5700206556365088]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 0.5701148441796258]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 0.5701473502886363]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 0.5701581022745256]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 0.5701688129687967]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 0.5701794826088518]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 0.5702165064321696]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 0.5702269942178023]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 0.570263389674246]",😊
2040,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2041,"['[CLS] toda [SEP]', array([   4., 1869.,    5.]), 1.5071610626193888e-11]","['[CLS] tanto [SEP]', array([   4., 1877.,    5.]), 4.1509129466987815e-11]","['[CLS] mundo [SEP]', array([   4., 1863.,    5.]), 1.365184632007299e-10]","['[CLS] otra [SEP]', array([   4., 1861.,    5.]), 2.0437340708667762e-10]","['[CLS] mí [SEP]', array([   4., 1857.,    5.]), 3.816722493610314e-10]","['[CLS] después [SEP]', array([   4., 1888.,    5.]), 4.2011483181170206e-10]","['[CLS] tengo [SEP]', array([   4., 1847.,    5.]), 1.0717119414138665e-09]","['[CLS] hombre [SEP]', array([   4., 1900.,    5.]), 1.2704015617259756e-09]","['[CLS] estás [SEP]', array([   4., 1844.,    5.]), 1.348733236206101e-09]","['[CLS] verdad [SEP]', array([   4., 1836.,    5.]), 2.2490104223393814e-09]",Que
