Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
#SimulacroNacional2022	[['#SimulacroNacional2022', 0], ['#SimulacroNacional', 0], ['#TRAIDORES_A_LA_PATRIA', 0.00012666542466499564], ['#TRAIDORA_A_LA_PATRIA', 0.00012666542466499564], ['#Borolas', 0.00014662193374981314]]	[['#SimulacroNacional2022', 0], ['#SimulacroNacional', 0], ['#TRAIDORES_A_LA_PATRIA', 0.00012666542466466257], ['#TRAIDORA_A_LA_PATRIA', 0.00012666542466466257], ['#Borolas', 0.00014662193374981314]]
cuide	[['cuide', 2.220446049250313e-16], ['serio?', 2.6630227023538566e-08], ['cambio,', 6.75868325750173e-07], ['pueblo?', 7.231511873762031e-07], ['demás?', 1.277416493583594e-06]]	[['cuide', 0], ['serio?', 2.663022713456087e-08], ['cambio,', 6.758683258611953e-07], ['pueblo?', 7.231511874872254e-07], ['demás?', 1.277416493583594e-06]]
murió	[['murió', 2.220446049250313e-16], ['encuentran', 3.8413716652030416e-14], ['ésta', 3.863576125695545e-14], ['propuestas', 1.3885559368986833e-12], ['prácticas', 1.890598788634179e-12]]	[['murió', 0], ['ésta', 3.863576125695545e-14], ['encuentran', 3.863576125695545e-14], ['propuestas', 1.3885559368986833e-12], ['prácticas', 1.890820833239104e-12]]
mentadas	[['mentadas', 2.220446049250313e-16], ['amigos,', 1.226967635270526e-07], ['capacidad,', 1.4689432759062981e-07], ['realidad.', 1.519957388840254e-07], ['semana.', 3.311191453247986e-07]]	[['mentadas', 0], ['amigos,', 1.226967636380749e-07], ['capacidad,', 1.4689432781267442e-07], ['realidad.', 1.519957387730031e-07], ['semana.', 3.31119145102754e-07]]
💩💩	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
DECIR	[['DECIR', 0], ['olviden', 4.1512830950551916e-09], ['hipódromo', 2.9857825223356116e-07], ['litio', 4.491231969661058e-07], ['cacas', 1.2732833200024274e-06]]	[['DECIR', 0], ['olviden', 4.1512830950551916e-09], ['hipódromo', 2.9857825223356116e-07], ['litio', 4.491231969661058e-07], ['cacas', 1.2732833200024274e-06]]
Oye,	[['Oye,', 2.220446049250313e-16], ['importa.', 2.58925050955483e-07], ['cierto.', 3.079258317217892e-07], ['común.', 7.489617546152516e-07], ['público?', 7.545571351075253e-07]]	[['Oye,', 0], ['importa.', 2.589250510665053e-07], ['cierto.', 3.079258318328115e-07], ['común.', 7.489617547262739e-07], ['público?', 7.545571351075253e-07]]
neta?	[['neta?', 0], ['Hermosas', 2.9763619346923065e-09], ['ocurrencia', 3.904557899225836e-09], ['fertilizantes', 1.5258575403187535e-08], ['Importante', 3.117516922390706e-08]]	[['neta?', 0], ['Hermosas', 2.9763619346923065e-09], ['ocurrencia', 3.904557899225836e-09], ['fertilizantes', 1.5258575403187535e-08], ['Importante', 3.117516877981785e-08]]
constante	[['constante', 2.220446049250313e-16], ['soldados', 5.0737192225369654e-14], ['creado', 5.0737192225369654e-14], ['piso', 2.0328183580886616e-13], ['Adelante', 4.589661983800397e-13]]	[['constante', 0], ['soldados', 5.084821452783217e-14], ['creado', 5.084821452783217e-14], ['piso', 2.035038804137912e-13], ['Adelante', 4.590772206825022e-13]]
prisión	[['prisión', 2.220446049250313e-16], ['acto', 1.6653345369377348e-14], ['gusto', 6.705747068735946e-14], ['darle', 1.5087930904655877e-13], ['completa', 1.511013536514838e-13]]	[['prisión', 0], ['acto', 1.687538997430238e-14], ['gusto', 6.727951529228449e-14], ['darle', 1.509903313490213e-13], ['completa', 1.5132339825640884e-13]]
negro	[['negro', 0], ['resolver', 2.353672812205332e-14], ['duro', 2.1149748619109232e-13], ['estén', 2.120525977034049e-13], ['DEL', 3.7692071686024065e-13]]	[['negro', 0], ['resolver', 2.353672812205332e-14], ['duro', 2.112754415861673e-13], ['estén', 2.1171953079601735e-13], ['DEL', 3.7680969455777813e-13]]
show,	[['show,', 0], ['show.', 5.67590830224951e-07], ['TIENEN', 1.4117818211700772e-05], ['pluri,', 4.1421909769634446e-05], ['pluri.', 4.754240811177812e-05]]	[['show,', 0], ['show.', 5.67590830224951e-07], ['TIENEN', 1.4117818211478728e-05], ['pluri,', 4.142190976974547e-05], ['pluri.', 4.7542408111889145e-05]]
ganar,	[['ganar,', 0], ['tí.', 2.680675903476981e-09], ['pobreza.', 5.976061867585258e-09], ['dicen,', 9.323774374792038e-08], ['noticias,', 1.268133584808595e-07]]	[['ganar,', 0], ['tí.', 2.680675903476981e-09], ['pobreza.', 5.976061867585258e-09], ['dicen,', 9.323774396996498e-08], ['noticias,', 1.268133585918818e-07]]
cdmx.	[['cdmx', 0], ['cdmx.', 0], ['cdmx,', 0], ['pndja', 3.905142320625998e-09], ['pndjos', 3.905142320625998e-09]]	[['cdmx', 0], ['cdmx.', 0], ['cdmx,', 0], ['pndja', 3.905142320625998e-09], ['pndjos', 3.905142320625998e-09]]
nieto	[['nieto', 0], ['reflejan', 7.771561172376096e-16], ['merecen', 3.3306690738754696e-15], ['prohibir', 5.440092820663267e-15], ['fieles', 4.8960835385969403e-14]]	[['nieto', 0], ['reflejan', 7.771561172376096e-16], ['merecen', 3.4416913763379853e-15], ['prohibir', 5.440092820663267e-15], ['fieles', 4.907185768843192e-14]]
ALGO	[['ALGO', 2.220446049250313e-16], ['chale', 1.5825161334692694e-06], ['Galvez', 1.8830929657820406e-06], ['porros', 3.029683860678034e-06], ['ardor', 5.8309615394991354e-06]]	[['ALGO', 0], ['chale', 1.5825161333582471e-06], ['Galvez', 1.8830929657820406e-06], ['porros', 3.0296838604559895e-06], ['ardor', 5.830961539388113e-06]]
Exelente	[['Exelente', 2.220446049250313e-16], ['Nahle', 0.00014344998582704882], ['@fernandeznorona', 0.0005466623959192729], ['HIPOCRITA', 0.0005949092168141545], ['@ClaraBrugadaM', 0.0006403602938840347]]	[['Exelente', 0], ['Nahle', 0.00014344998582704882], ['@fernandeznorona', 0.000546662395919495], ['HIPOCRITA', 0.0005949092168143766], ['@ClaraBrugadaM', 0.0006403602938841457]]
90	[['90', 0], ['Derechos', 3.33510996597397e-13], ['acciones', 7.487344078072056e-13], ['tratamiento', 3.0083713298267867e-12], ['pequeña', 4.068301251436424e-12]]	[['90', 0], ['Derechos', 3.33510996597397e-13], ['acciones', 7.486233855047431e-13], ['tratamiento', 3.0083713298267867e-12], ['pequeña', 4.0680792068314986e-12]]
entonces,	[['entonces,', 0], ['manera.', 2.5591956975823393e-07], ['osico', 2.689775029374175e-07], ['presume', 3.203082764580145e-07], ['seguridad,', 1.1112876053820386e-06]]	[['entonces,', 0], ['manera.', 2.5591956975823393e-07], ['osico', 2.689775029374175e-07], ['presume', 3.203082762359699e-07], ['seguridad,', 1.111287605159994e-06]]
SERÁS	[['SERÁS', 2.220446049250313e-16], ['SERÍA', 7.568494275744797e-09], ['chismosa', 0.00013925228546318724], ['Exclamó', 0.00022977487220021686], ['esquizofrenia', 0.0010901028721561623]]	[['SERÁS', 0], ['SERÍA', 7.568494164722495e-09], ['chismosa', 0.00013925228546318724], ['Exclamó', 0.00022977487220021686], ['esquizofrenia', 0.0010901028721560513]]
lluvia	[['lluvia', 0], ['columna', 1.8418599978531347e-13], ['absolutamente', 3.1163960301228144e-13], ['distinto', 6.612488334667432e-13], ['Quieren', 7.382983113757291e-13]]	[['lluvia', 0], ['columna', 1.8429702208777599e-13], ['absolutamente', 3.1163960301228144e-13], ['distinto', 6.612488334667432e-13], ['Quieren', 7.382983113757291e-13]]
Ja,	[['Ja,', 0], ['pndeja', 2.505034902844372e-07], ['pndejo', 2.505034902844372e-07], ['pndejos', 2.505034902844372e-07], ['JAJAJA', 3.5246235030594875e-07]]	[['Ja,', 0], ['pndeja', 2.505034902844372e-07], ['pndejo', 2.505034902844372e-07], ['pndejos', 2.505034902844372e-07], ['JAJAJA', 3.5246235030594875e-07]]
dias	[['dias', 0], ['supuestamente', 2.6645352591003757e-15], ['SER', 2.4646951146678475e-14], ['entienden', 3.6637359812630166e-14], ['vivimos', 5.917488721252084e-14]]	[['dias', 0], ['supuestamente', 2.6645352591003757e-15], ['SER', 2.4424906541753444e-14], ['entienden', 3.6637359812630166e-14], ['vivimos', 5.917488721252084e-14]]
eligió	[['eligió', 2.220446049250313e-16], ['Aparte', 5.662137425588298e-15], ['difundir', 3.5638159090467525e-14], ['camiones', 6.983302824892235e-14], ['quedamos', 1.0302869668521453e-13]]	[['eligió', 0], ['Aparte', 5.773159728050814e-15], ['difundir', 3.5638159090467525e-14], ['camiones', 6.994405055138486e-14], ['quedamos', 1.0302869668521453e-13]]
elegir	[['elegir', 0], ['terminó', 8.215650382226158e-15], ['podrías', 3.341771304121721e-14], ['gana', 7.527312106958561e-14], ['parque', 7.538414337204813e-14]]	[['elegir', 0], ['terminó', 8.43769498715119e-15], ['podrías', 3.3639757646142243e-14], ['gana', 7.527312106958561e-14], ['parque', 7.538414337204813e-14]]
besar	[['Calderón', 2.220446049250313e-16], ['besar', 2.220446049250313e-16], ['YO', 1.6653345369377348e-15], ['volverán', 5.773159728050814e-15], ['vomitar', 1.6542323066914832e-14]]	[['besar', 0], ['Calderón', 2.220446049250313e-16], ['YO', 1.7763568394002505e-15], ['volverán', 5.995204332975845e-15], ['vomitar', 1.6542323066914832e-14]]
propósito	[['propósito', 2.220446049250313e-16], ['dia', 1.4166445794216997e-13], ['hubo', 3.927969061123804e-13], ['Todas', 5.656586310465173e-13], ['terminado', 5.678790770957676e-13]]	[['propósito', 0], ['dia', 1.4166445794216997e-13], ['hubo', 3.929079284148429e-13], ['Todas', 5.657696533489798e-13], ['terminado', 5.678790770957676e-13]]
exhibir	[['exhibir', 0], ['agarran', 2.1129030747246702e-08], ['candidatas', 1.768056770989901e-07], ['tortas', 1.8975822801969855e-07], ['QUIEN', 1.9650825611172706e-07]]	[['exhibir', 0], ['agarran', 2.1129030747246702e-08], ['candidatas', 1.768056773210347e-07], ['tortas', 1.8975822824174315e-07], ['QUIEN', 1.9650825611172706e-07]]
Adán	[['decepción', 0], ['Adán', 0], ['manta', 2.220446049250313e-16], ['atacan', 6.661338147750939e-16], ['SUS', 9.992007221626409e-16]]	[['Adán', 0], ['decepción', 2.220446049250313e-16], ['manta', 4.440892098500626e-16], ['atacan', 6.661338147750939e-16], ['SUS', 9.992007221626409e-16]]
actuación	[['actuación', 0], ['buenos', 1.6653345369377348e-14], ['terminar', 6.694644838489694e-14], ['darle', 1.5054624213917123e-13], ['Debemos', 2.6711965972481266e-13]]	[['actuación', 0], ['buenos', 1.6764367671839864e-14], ['terminar', 6.694644838489694e-14], ['darle', 1.5076828674409626e-13], ['Debemos', 2.673417043297377e-13]]
cobre	[['cobre', 0], ['pongan', 1.3322676295501878e-15], ['esperas', 5.218048215738236e-15], ['perdieron', 2.0872192862952943e-14], ['irán', 5.484501741648273e-14]]	[['cobre', 0], ['pongan', 1.1102230246251565e-15], ['esperas', 5.218048215738236e-15], ['perdieron', 2.0650148258027912e-14], ['irán', 5.46229728115577e-14]]
funcione	[['funcione', 0], ['mandó', 3.3306690738754696e-16], ['ocurra', 7.605027718682322e-14], ['extinción', 1.1146639167236572e-13], ['curioso', 3.496092304544618e-13]]	[['funcione', 0], ['mandó', 3.3306690738754696e-16], ['ocurra', 7.593925488436071e-14], ['extinción', 1.1157741397482823e-13], ['curioso', 3.496092304544618e-13]]
nunca.	[['nunca.', 0], ['derecho,', 1.6558836435365265e-07], ['tienen.', 5.48695295421453e-07], ['Entonces,', 6.002323272857879e-07], ['dinero?', 8.567938567516364e-07]]	[['nunca.', 0], ['derecho,', 1.6558836457569726e-07], ['tienen.', 5.486952951994084e-07], ['Entonces,', 6.002323273968102e-07], ['dinero?', 8.567938566406141e-07]]
CADA	[['CADA', 0], ['entiendan', 8.752898850161728e-09], ['acusar', 2.57170922335348e-07], ['conservadora', 1.3996699537166535e-06], ['Sobretodo', 4.171486116755219e-06]]	[['CADA', 0], ['entiendan', 8.752898850161728e-09], ['acusar', 2.57170922335348e-07], ['conservadora', 1.3996699537166535e-06], ['Sobretodo', 4.171486116755219e-06]]
🙌	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
ambiente	[['ambiente', 2.220446049250313e-16], ['causa', 3.2662761384472105e-13], ['territorio', 4.019895527562767e-12], ['municipio', 1.1702749880271313e-11], ['pequeña', 1.1843082070583932e-11]]	[['ambiente', 0], ['causa', 3.2662761384472105e-13], ['territorio', 4.019895527562767e-12], ['municipio', 1.170263885796885e-11], ['pequeña', 1.1843082070583932e-11]]
Lame	[['Lame', 0], ['gobernadora', 1.4667689285374763e-08], ['Demuestra', 1.4298711248361684e-07], ['llenan', 4.347733938425691e-07], ['perras', 9.027266009153934e-07]]	[['Lame', 0], ['gobernadora', 1.4667689285374763e-08], ['Demuestra', 1.4298711248361684e-07], ['llenan', 4.347733938425691e-07], ['perras', 9.027266009153934e-07]]
contexto	[['contexto', 0], ['conocimiento', 5.323519403077626e-13], ['Mas', 8.286704655802168e-13], ['principalmente', 1.198596777385319e-12], ['destino', 1.6230350396995163e-12]]	[['contexto', 0], ['conocimiento', 5.323519403077626e-13], ['Mas', 8.286704655802168e-13], ['principalmente', 1.198596777385319e-12], ['destino', 1.6228129950945913e-12]]
diré	[['diré', 0], ['increíble', 1.787459069646502e-14], ['aqui', 7.227551890309769e-14], ['abrir', 4.5285997174460135e-13], ['prensa', 6.52145004664817e-13]]	[['diré', 0], ['increíble', 1.8096635301390052e-14], ['aqui', 7.238654120556021e-14], ['abrir', 4.5285997174460135e-13], ['prensa', 6.52367049269742e-13]]
POBRE	[['POBRE', 2.220446049250313e-16], ['IMSS', 1.0870789367567468e-06], ['ella?', 4.121544959434509e-06], ['nada,', 4.493695327734137e-06], ['favor,', 4.7297000792534405e-06]]	[['POBRE', 0], ['IMSS', 1.0870789366457245e-06], ['ella?', 4.121544959434509e-06], ['nada,', 4.493695327734137e-06], ['favor,', 4.7297000792534405e-06]]
ése	[['ése', 0], ['ibas', 1.1102230246251565e-15], ['vuelvo', 4.884981308350689e-15], ['futuros', 1.942890293094024e-14], ['riqueza', 5.950795411990839e-14]]	[['ése', 0], ['ibas', 1.2212453270876722e-15], ['vuelvo', 4.884981308350689e-15], ['futuros', 1.942890293094024e-14], ['riqueza', 5.96189764223709e-14]]
tranquila	[['tranquila', 2.220446049250313e-16], ['renunciar', 2.7755575615628914e-15], ['facultades', 1.7430501486614958e-14], ['obviamente', 5.651035195342047e-14], ['fama', 2.254862963013693e-13]]	[['tranquila', 0], ['renunciar', 2.7755575615628914e-15], ['facultades', 1.7430501486614958e-14], ['obviamente', 5.651035195342047e-14], ['fama', 2.2537527399890678e-13]]
Chumel	[['Chumel', 0], ['equivocó', 3.736500477580229e-06], ['nadamas', 4.071095851876372e-06], ['faltó', 4.530272343039599e-06], ['ser,', 7.945606405268535e-06]]	[['Chumel', 0], ['equivocó', 3.736500477580229e-06], ['nadamas', 4.071095851876372e-06], ['faltó', 4.530272343039599e-06], ['ser,', 7.945606405268535e-06]]
servido	[['servido', 0], ['Siéntese', 4.440892098500626e-16], ['aportaciones', 1.0658141036401503e-14], ['Honor', 1.887379141862766e-14], ['llenar', 2.9531932455029164e-14]]	[['servido', 0], ['Siéntese', 2.220446049250313e-16], ['aportaciones', 1.0658141036401503e-14], ['Honor', 1.887379141862766e-14], ['llenar', 2.942091015256665e-14]]
exigimos	[['exigimos', 2.220446049250313e-16], ['unico', 1.3714743761772397e-06], ['electa', 1.6185398781232152e-06], ['vota', 1.6356506939985138e-06], ['días.', 2.40348158964121e-06]]	[['exigimos', 0], ['unico', 1.3714743761772397e-06], ['electa', 1.6185398782342375e-06], ['vota', 1.6356506939985138e-06], ['días.', 2.403481589752232e-06]]
decidir	[['decidir', 0], ['basado', 2.5757174171303632e-14], ['depende', 1.0325074129013956e-13], ['ninguno', 1.6153745008296028e-13], ['flor', 3.155253835984695e-13]]	[['decidir', 0], ['basado', 2.5979218776228663e-14], ['depende', 1.0325074129013956e-13], ['ninguno', 1.6142642778049776e-13], ['flor', 3.1530333899354446e-13]]
calderon	[['calderon', 0], ['@veronicacamino', 0.0001737859263047925], ['@catrina_nortena', 0.00020127833334870893], ['@LillyTellez', 0.0002077382496160629], ['@LillyTellez,', 0.0002077382496160629]]	[['calderon', 0], ['@veronicacamino', 0.00017378592630512557], ['@catrina_nortena', 0.00020127833334893097], ['@LillyTellez', 0.00020773824961628495], ['@LillyTellez,', 0.00020773824961628495]]
leído	[['leído', 2.220446049250313e-16], ['tomo', 4.6629367034256575e-15], ['Amor', 7.593925488436071e-14], ['moto', 9.625633623500107e-14], ['conocemos', 1.7075230118734908e-13]]	[['leído', 0], ['tomo', 4.884981308350689e-15], ['Amor', 7.627232179174825e-14], ['moto', 9.636735853746359e-14], ['conocemos', 1.708633234898116e-13]]
dedícate	[['dedícate', 0], ['porfavor', 2.4526581435035943e-05], ['sexenios', 4.3835118915702687e-05], ['@julioastillero', 0.00018979844217437147], ['COVID', 0.00020085012761950072]]	[['dedícate', 0], ['porfavor', 2.4526581435035943e-05], ['sexenios', 4.383511891548064e-05], ['@julioastillero', 0.00018979844217426045], ['COVID', 0.00020085012761916765]]
santo	[['santo', 1.1102230246251565e-16], ['Pueblo', 3.530509218307998e-14], ['emperador', 5.062616992290714e-14], ['Poco', 9.026113190202523e-14], ['dedo', 1.4077627952246985e-13]]	[['santo', 0], ['Pueblo', 3.5083047578154947e-14], ['emperador', 5.062616992290714e-14], ['Poco', 9.00390872971002e-14], ['dedo', 1.4077627952246985e-13]]
casco	[['casco', 2.220446049250313e-16], ['parado', 7.138734048339757e-14], ['hechas', 1.268984917146554e-13], ['repetir', 1.7263968032921184e-13], ['Cuanto', 2.2648549702353193e-13]]	[['casco', 0], ['parado', 7.149836278586008e-14], ['hechas', 1.268984917146554e-13], ['repetir', 1.7263968032921184e-13], ['Cuanto', 2.2659651932599445e-13]]
acuerda	[['acuerda', 0], ['ficción', 5.551115123125783e-16], ['Mala', 5.551115123125783e-15], ['culto', 2.9531932455029164e-14], ['diarios', 1.5376588891058418e-13]]	[['acuerda', 0], ['ficción', 5.551115123125783e-16], ['Mala', 5.329070518200751e-15], ['culto', 2.9531932455029164e-14], ['diarios', 1.5376588891058418e-13]]
vendido	[['vendido', 0], ['senador', 1.7985612998927536e-14], ['espere', 2.4424906541753444e-14], ['demandas', 6.050715484207103e-14], ['invitar', 8.426592756904938e-14]]	[['vendido', 0], ['senador', 1.7985612998927536e-14], ['espere', 2.4424906541753444e-14], ['demandas', 6.039613253960852e-14], ['invitar', 8.426592756904938e-14]]
recibió	[['recibió', 2.220446049250313e-16], ['escuchar', 7.194245199571014e-14], ['Deja', 1.617594946878853e-13], ['Padre', 2.8743674107545303e-13], ['puso', 8.796297024105115e-13]]	[['recibió', 0], ['escuchar', 7.194245199571014e-14], ['Deja', 1.6187051699034782e-13], ['Padre', 2.8754776337791554e-13], ['puso', 8.796297024105115e-13]]
vendida	[['vendida', 1.1102230246251565e-16], ['Saquen', 9.096171682543286e-07], [',ya', 1.3997143648580845e-06], ['feas', 2.0278637884452166e-06], ['mesias', 2.2774810761738706e-06]]	[['vendida', 0], ['Saquen', 9.09617168032284e-07], [',ya', 1.3997143647470622e-06], ['feas', 2.0278637883341943e-06], ['mesias', 2.2774810760628483e-06]]
cargo,	[['cargo,', 0], ['claro.', 1.759106704746216e-08], ['trabajar.', 3.514201019072516e-08], ['crees?', 6.107957140066844e-07], ['autoridades,', 8.691583768261069e-07]]	[['cargo,', 0], ['claro.', 1.7591066825417556e-08], ['trabajar.', 3.5142010412769764e-08], ['crees?', 6.10795714228729e-07], ['autoridades,', 8.691583769371292e-07]]
el.	[['el.', 1.1102230246251565e-16], ['"no', 5.6958554428554464e-08], ['¿en', 8.201639589699994e-08], ['(si', 1.5274443909696345e-07], [':(', 2.811269653735238e-07]]	[['el.', 0], ['"no', 5.695855420650986e-08], ['¿en', 8.201639567495533e-08], ['(si', 1.5274443898594114e-07], [':(', 2.8112696526250147e-07]]
