palabra,primera N1,segunda N1,tercera N1,cuarta N1,quinta N1
"otra,","['otra,', 0]","['mundo,', 1.0209377776515538e-07]","['usted?', 1.0283427054336158e-07]","['personas,', 2.3066360088641602e-07]","['Gracias.', 1.0569604892429751e-06]"
beneficia,"['beneficia', 0]","['diarrea', 4.884981308350689e-15]","['morder', 5.773159728050814e-15]","['Recuerde', 1.765254609153999e-14]","['gorra', 2.098321516541546e-14]"
Disculpe,"['Disculpe', 0]","['cena', 3.597122599785507e-14]","['dichas', 2.2359891715950653e-13]","['Quien', 4.382050278195493e-13]","['consejo', 1.0808021144725899e-12]"
Gortari,"['Gortari', 0]","['flojera', 1.4399671542930648e-06]","['disque', 7.600986350886352e-06]","['si,', 8.039684194938168e-06]","['una,', 8.063384676293417e-06]"
Jajaj,"['Jajaja', 0]","['Jajajaja', 0]","['Jajajajaja', 0]","['Jajajajajaja', 0]","['Jajajajajajaja', 0]"
tranzas,"['tranzas', 0]","['mientes', 2.7605539310027183e-06]","['mienten', 2.762104153952727e-06]","['atentos', 3.079192498200989e-06]","['defienden', 3.345195623838393e-06]"
algo.,"['algo.', 0]","['ya,', 4.657046703826495e-08]","['tiene.', 4.6582478319123766e-08]","['así.', 2.2951216942512787e-06]","['contra,', 3.6845298442278462e-06]"
IGUAL,"['IGUAL', 0]","['PARTIDO', 0.0009801976696784953]","['desgobierno', 0.0011257107567735902]","['PANISTAS', 0.0028232837902617547]","['USTEDES', 0.0029924559494010072]"
novela,"['novela', 0]","['sepa', 3.2862601528904634e-14]","['amar', 5.806466418789569e-14]","['ritmo', 5.828670879282072e-14]","['maravilloso', 9.08162434143378e-14]"
tuviste,"['tuviste', 0]","['recibiendo', 4.9960036108132044e-15]","['Ayer', 8.992806499463768e-15]","['reyes', 2.7533531010703882e-14]","['bola', 3.5860203695392556e-14]"
repite,"['repite', 0]","['tas', 2.3425705819590803e-14]","['baje', 3.097522238704187e-14]","['Guadalupe', 5.639932965095795e-14]","['Váyase', 1.3999912340523224e-13]"
pedorra,"['pedorra', 0]","['ley?', 2.302182110391904e-06]","['madre?', 2.495606712726861e-06]","['luego?', 3.308565392434737e-06]","['bajo.', 3.4806092303885094e-06]"
VER,"['VER', 0]","['desaparecidos', 1.9984014443252818e-15]","['invertido', 5.10702591327572e-15]","['mascota', 7.771561172376096e-15]","['bonitas', 7.960299086562372e-14]"
llegado,"['llegado', 0]","['normal', 2.787770014833768e-13]","['motivo', 1.1115552922547067e-12]","['cuentas', 1.5121237595394632e-12]","['esperando', 1.5205614545266144e-12]"
infeliz,"['infeliz', 0]","['valer', 4.107825191113079e-15]","['juegan', 7.704947790898586e-14]","['ahorros', 8.326672684688674e-14]","['escritora', 1.0969003483296547e-13]"
"estupideces,","['estupideces', 0]","['estupideces,', 0]","['estupideces.', 0]","['calaña', 1.1506346972001147e-05]","['@Rosario_Reyes_S', 5.572157619937457e-05]"
conocemos,"['conocemos', 0]","['limpiar', 4.6629367034256575e-15]","['fotografía', 1.0658141036401503e-14]","['presta', 5.784261958297066e-14]","['cheque', 1.1823875212257917e-13]"
mmds,"['mmds', 0]","['CREO', 1.2268966498307776e-07]","['destruyen', 1.2544699845573604e-07]","['CREE', 2.335559372568241e-07]","['ENTRE', 7.302750201221286e-07]"
hoy.,"['hoy.', 0]","['cuiden', 7.467694096430222e-08]","['quiere.', 9.237095521807959e-08]","['hizo,', 1.2200324650546435e-07]","['curul', 2.0332573003045695e-07]"
primeros,"['primeros', 0]","['tío', 5.362377208939506e-14]","['loco', 8.569811527081583e-13]","['comida', 8.599787548746463e-13]","['hayan', 2.621125538837532e-12]"
"norte,","['norte,', 0]","['México!', 1.7715134581486325e-08]","['mamá,', 9.959690372429719e-08]","['obra,', 1.3563302814212364e-07]","['pronto,', 2.223536889056632e-07]"
trabajadora,"['trabajadora', 0]","['recuerde', 7.438494264988549e-15]","['desfile', 1.1546319456101628e-14]","['valer', 1.574296248918472e-13]","['existan', 1.9462209621678994e-13]"
decepción,"['decepción', 0]","['manta', 0]","['atacan', 2.220446049250313e-16]","['Adán', 2.220446049250313e-16]","['SUS', 4.440892098500626e-16]"
demuestran,"['demuestran', 0]","['coraje', 6.661338147750939e-16]","['incapaz', 9.547918011776346e-15]","['anciano', 2.375877272697835e-14]","['paraíso', 2.028377465990161e-13]"
anti,"['anti', 0]","['familia', 8.133493878403897e-13]","['seguridad', 7.345568597827423e-12]","['Tu', 1.2978285113263155e-11]","['orden', 1.3070100557399655e-11]"
regresa,"['regresa', 0]","['realizando', 3.6637359812630166e-15]","['esperamos', 4.6629367034256575e-14]","['bella', 1.1535217225855376e-13]","['pensó', 1.3677947663381929e-13]"
acabando,"['acabando', 0]","['ridícula', 2.220446049250313e-16]","['pasaste', 4.440892098500626e-15]","['Hermoso', 7.105427357601002e-15]","['drenaje', 1.0325074129013956e-14]"
QUIERE,"['QUIERE', 0]","['cínicos', 0.00016563198052022]","['cínicos,', 0.00016563198052022]","['cínicos.', 0.00016563198052022]","['@julenrementeria', 0.002465722540578419]"
utiliza,"['utiliza', 0]","['cerebro', 9.547918011776346e-15]","['victoria', 4.600764214046649e-13]","['considerado', 4.619638005465276e-13]","['cuándo', 6.009637232295972e-13]"
plaza,"['plaza', 0]","['pensado', 2.120525977034049e-14]","['llave', 4.7406523151494184e-14]","['beneficio', 4.7628567756419216e-14]","['éstos', 1.9051427102567686e-13]"
deberia,"['deberia', 0]","['diccionario', 2.1094237467877974e-15]","['promocionar', 5.995204332975845e-15]","['POS', 2.120525977034049e-14]","['Putin', 2.5868196473766147e-14]"
esquina,"['esquina', 0]","['preparados', 1.6653345369377348e-15]","['seguirá', 6.5503158452884236e-15]","['vieron', 2.653433028854124e-14]","['metas', 4.163336342344337e-14]"
dije,"['dije', 0]","['decisión', 6.711520228463996e-12]","['camino', 6.756484260961315e-12]","['común', 9.6579411135167e-12]","['servicio', 1.733169163742332e-11]"
zonas,"['zonas', 0]","['pregunta', 3.9179770539021774e-13]","['oficial', 1.5721868251716842e-12]","['rey', 3.5192959657592837e-12]","['referencia', 3.541278381646862e-12]"
ALV,"['ALV', 0]","['VIVE', 1.655037510372992e-07]","['refinar', 9.955714941334293e-07]","['cansa', 1.637917373176201e-06]","['saldría', 2.210915310607575e-06]"
violador,"['violador', 0]","['Hubieras', 1.1645890296563266e-07]","['Denuncia', 8.078081566997852e-07]","['Colosio', 1.1734224932835602e-06]","['chiquito', 1.590422477160125e-06]"
tendremos,"['tendremos', 0]","['tendencia', 2.9976021664879227e-15]","['comentarios', 3.1086244689504383e-15]","['mensajes', 1.2212453270876722e-14]","['cerrado', 4.8960835385969403e-14]"
"rata,","['rata,', 0]","['encarcelar', 1.7917775041453865e-09]","['escupiendo', 1.3963043166143052e-08]","['manden', 1.788182901751867e-08]","['corrupto', 4.571399470076898e-08]"
carne,"['carne', 0]","['accidente', 2.5091040356528538e-14]","['pequeños', 1.0058620603103918e-13]","['independiente', 4.0101255649460654e-13]","['boca', 6.287192988452261e-13]"
OTRA,"['OTRA', 0]","['OTRO', 5.683692239077942e-08]","['2021', 2.4365930961778304e-07]","['2022', 3.1205820316682065e-07]","['2023', 5.199232468999782e-07]"
Anda,"['Anda', 0]","['formal', 1.4432899320127035e-15]","['Maria', 6.106226635438361e-15]","['Saben', 2.5723867480564877e-13]","['solidaridad', 3.8746783559417963e-13]"
ganando,"['ganando', 0]","['gasolina', 2.4424906541753444e-15]","['elegante', 3.141931159689193e-14]","['Hablas', 6.45039577307216e-14]","['Senado', 1.446620601086579e-13]"
ya.,"['ya.', 0]","['irle', 5.3074959982524206e-08]","['Ah!', 1.5560394694968949e-07]","['momia', 4.98740911347717e-07]","['contra,', 7.546757992971109e-07]"
tu.,"['tu.', 0]","['ver.', 2.814069798295904e-07]","['Asco', 2.2072377200421656e-06]","['bien,', 3.1208706865459845e-06]","['ah!', 3.124046438429673e-06]"
perfectamente,"['perfectamente', 0]","['hablo', 2.4424906541753444e-15]","['malas', 1.021405182655144e-14]","['veré', 2.298161660974074e-14]","['oh', 2.3203661214665772e-14]"
colonias,"['colonias', 0]","['Gente', 3.219646771412954e-15]","['time', 1.2878587085651816e-14]","['macho', 4.54081217071689e-14]","['reflejo', 5.1736392947532295e-14]"
Puede,"['Puede', 0]","['necesidad', 1.3844481117075702e-13]","['luz', 1.2482237465860635e-12]","['tenido', 3.471556375700402e-12]","['esposa', 5.001665748238793e-12]"
capital,"['capital', 0]","['profesional', 1.2645440250480533e-13]","['Puedes', 1.1397549570801857e-12]","['Estaba', 3.1525893007255945e-12]","['conocer', 4.537148434735627e-12]"
cerebro.,"['cerebro.', 0]","['NO.', 2.57766720190844e-08]","['física.', 5.445872530707163e-08]","['librito', 1.0682507722847845e-07]","['Representas', 1.2740235366681674e-07]"
políticos.,"['políticos.', 0]","['Rusia,', 1.1368789243348942e-09]","['suelas', 3.903141476691019e-09]","['imagen.', 5.582085349509214e-09]","['descarados', 1.4114252211427925e-08]"
"pan,","['pan,', 0]","['amigos.', 1.2500400270454293e-07]","['Urge', 3.7438649413967795e-07]","['presidente!', 1.1071999629352902e-06]","['público.', 1.882583263057569e-06]"
USA,"['USA', 0]","['confío', 2.220446049250313e-16]","['gritando', 1.887379141862766e-15]","['sanción', 3.4416913763379853e-15]","['ordinaria', 2.1649348980190553e-14]"
"jajaja,","['jajajaja', 0]","['jajaja', 0]","['jajajajaja', 0]","['jajajajajaja', 0]","['jajajajajajaja', 0]"
gobernante,"['gobernante', 0]","['sobra', 3.5083047578154947e-14]","['despertó', 8.37108160567368e-14]","['ESTA', 1.346700528870315e-13]","['creyendo', 1.6653345369377348e-13]"
Ajá,"['Ajá', 0]","['Aja', 6.76686621181588e-08]","['CERO', 2.4908964013636847e-07]","['ERA', 3.211852411810767e-07]","['quitan', 6.558870806472328e-07]"
competencia,"['competencia', 0]","['sola', 6.772360450213455e-14]","['decisiones', 2.708944180085382e-13]","['noches', 6.091793736118234e-13]","['pele', 1.6988632722814145e-12]"
2022,"['2022', 0]","['2021', 4.225405469959753e-09]","['2023', 2.6385245099902477e-08]","['2024', 5.674072789396689e-08]","['OTRO', 1.0253878157673313e-07]"
mera,"['mera', 0]","['saludo', 1.0103029524088925e-14]","['telenovela', 4.6851411639181606e-14]","['negligencia', 5.784261958297066e-14]","['causan', 6.561418075534675e-14]"
critica,"['critica', 0]","['SOLO', 5.514996237465652e-10]","['Sido', 6.943978725360012e-10]","['feas', 7.366322509749779e-07]","['Cayó', 2.679059607157974e-06]"
"menos,","['menos,', 0]","['usted,', 8.928400474506049e-08]","['otro.', 1.6824813087179535e-07]","['información.', 3.149390370715821e-07]","['eres!', 3.5603946046958157e-07]"
acabaron,"['acabaron', 0]","['carecen', 3.3306690738754696e-16]","['Esperemos', 2.2537527399890678e-14]","['bruta', 2.55351295663786e-14]","['terminará', 2.5757174171303632e-14]"
@JanicieContrera,"['@JanicieContrera', 0]","['PÚBLICO', 2.6351704048743763e-05]","['@JavierSolorzano', 6.482281258668454e-05]","['@sylbeltrones', 7.745384286650392e-05]","['@JorgeRoHe', 8.577110157215184e-05]"
ta,"['ta', 0]","['LA', 4.823919041996305e-13]","['propia', 3.0265789874306392e-12]","['crees', 5.8933968816177185e-12]","['paso', 7.693290449140022e-12]"
estupideces.,"['estupideces', 0]","['estupideces,', 0]","['estupideces.', 0]","['calaña', 1.1506346972001147e-05]","['@Rosario_Reyes_S', 5.572157619937457e-05]"
lamebotas,"['lamebotas', 0]","['lamehuevos', 5.404590023627698e-06]","['@FGRMexico', 2.4055638179087957e-05]","['@delfinagomeza', 2.5346212813914804e-05]","['@_MarthaGuerrero', 3.354180055736844e-05]"
"ley,","['ley,', 0]","['cosa.', 2.4344581905921814e-08]","['final,', 3.985395735650599e-08]","['nacional?', 1.3993845016102568e-07]","['madre,', 1.5875801651077381e-07]"
n,"['n', 0]","['E', 1.813149630436328e-11]","['y', 1.820121831030974e-11]","['h', 7.238731836167744e-11]","['el', 1.644414604484723e-10]"
rico,"['rico', 0]","['corresponden', 2.7422508708241367e-14]","['comandante', 1.0902390101819037e-13]","['malos', 1.0935696792557792e-13]","['hayas', 4.383160501220118e-13]"
carga,"['carga', 0]","['ps', 9.370282327836321e-14]","['deseo', 2.1049828546892968e-13]","['duro', 2.1105339698124226e-13]","['funcionarios', 3.7403413699621524e-13]"
corta,"['corta', 0]","['enemigos', 3.3306690738754696e-15]","['comprender', 3.3306690738754696e-15]","['costo', 5.395683899678261e-14]","['espacios', 1.212363542890671e-13]"
afectados,"['afectados', 0]","['estados', 9.914291609902648e-14]","['horrible', 1.5498713423767185e-13]","['reconocer', 1.553202011450594e-13]","['locura', 3.964606420936434e-13]"
Importante,"['Importante', 0]","['narco,', 2.6670484709612197e-09]","['Cuantas', 5.431501248764903e-09]","['neta?', 3.117516877981785e-08]","['circo?', 3.2124318094517434e-08]"
cámaras,"['cámaras', 0]","['crímenes', 1.9984014443252818e-15]","['permitió', 7.616129948928574e-14]","['autos', 2.5579538487363607e-13]","['inocente', 2.5701663020072374e-13]"
Has,"['Has', 0]","['historia', 4.3365311341858614e-13]","['esos', 3.908984247402714e-12]","['Ni', 6.912581618223612e-12]","['volver', 1.0874412481598483e-11]"
prohibir,"['prohibir', 0]","['nieto', 5.440092820663267e-15]","['reflejan', 1.0547118733938987e-14]","['merecen', 1.765254609153999e-14]","['fieles', 2.1871393585115584e-14]"
regalar,"['regalar', 0]","['federal,', 1.0761675439674434e-08]","['salario.', 4.658107455313143e-08]","['robar,', 4.887763971339609e-08]","['Digo,', 1.0350605272879676e-07]"
quedaste,"['quedaste', 0]","['racismo,', 7.941502344621654e-09]","['Litio', 1.3019132438785164e-08]","['sueldo.', 1.5261420571732742e-08]","['conversión,', 1.669363958178849e-08]"
Tres,"['Tres', 0]","['mando', 1.31117339208231e-13]","['intención', 1.312283615106935e-13]","['placer', 2.3370194668359545e-13]","['plantas', 2.4534818621191334e-12]"
tercera,"['tercera', 0]","['izquierda', 8.626432901337466e-14]","['presentado', 1.0519363158323358e-12]","['clientes', 1.0572653863505366e-12]","['derecha', 1.3734569037637812e-12]"
@monicaferbal,"['@monicaferbal', 0]","['SIRVE', 0.0012510211024717721]","['plurinominal', 0.001329547748025961]","['plurinominales', 0.001329547748025961]","['plurinominal,', 0.001329547748025961]"
secundaria,"['secundaria', 0]","['candidatos', 1.9761969838327786e-14]","['suyo', 4.4297898682543746e-14]","['Nuevo', 7.849276784099857e-14]","['extranjeros', 1.226796442210798e-13]"
venden,"['venden', 0]","['costó', 2.220446049250313e-16]","['abrazo', 6.5503158452884236e-15]","['exhibición', 6.772360450213455e-15]","['cambie', 1.1102230246251565e-14]"
dirigir,"['dirigir', 0]","['poderes', 5.773159728050814e-15]","['gracioso', 5.773159728050814e-15]","['vecinos', 2.0261570199409107e-13]","['lleno', 3.588240815588506e-13]"
obesidad,"['obesidad', 0]","['psiquiátrico', 7.911960038242682e-07]","['Crimen', 1.0173019755477242e-06]","['callo', 2.762499347719327e-06]","['cloaca', 2.8612581640663493e-06]"
publicación,"['publicación', 0]","['versión', 4.1522341120980855e-14]","['María', 4.1744385725905886e-14]","['ingresos', 1.0378364834195963e-12]","['diferente', 4.177547197059539e-12]"
una.,"['una.', 0]","['lela', 1.775844433726803e-07]","['2,', 3.175373833874673e-07]","['disque', 5.877915273400092e-07]","['(y', 7.302887649052181e-07]"
@AntonioAttolini,"['@AntonioAttolini', 0]","['@CuitlahuacGJ', 1.2012222341817314e-05]","['@PedroFerriz', 1.2322057719948987e-05]","['@AispuroDurango', 2.037778535557422e-05]","['@ALEIDAALAVEZ', 2.5780286925347617e-05]"
vecinos,"['vecinos', 0]","['poderes', 1.4077627952246985e-13]","['dirigir', 2.0261570199409107e-13]","['gracioso', 2.7566837701442637e-13]","['produce', 8.141265439576273e-13]"
mueren,"['mueren', 0]","['digamos', 1.0658141036401503e-14]","['dela', 3.5860203695392556e-14]","['recinto', 4.263256414560601e-14]","['reporte', 4.2743586448068527e-14]"
👏👏👏👏👏,"['🤣', 0]","['vergüenza', 0]","['😂', 0]","['🤣🤣🤣', 0]","['😂😂😂', 0]"
saliste,"['saliste', 0]","['felicitaciones', 4.440892098500626e-16]","['consumir', 2.042810365310288e-14]","['vergonzoso', 2.4424906541753444e-14]","['investiga', 3.7969627442180354e-14]"
personalidad,"['personalidad', 0]","['mencionar', 1.4432899320127035e-14]","['décadas', 1.0136336214827679e-13]","['beso', 1.2878587085651816e-13]","['criminal', 3.1019631308026874e-13]"
oídos,"['oídos', 0]","['acusaciones', 3.3306690738754696e-15]","['sabiduría', 1.84297022087776e-14]","['compañera', 4.5630166312093934e-14]","['beca', 1.0935696792557792e-13]"
@SEMARNAT_mx,"['@SEMAR_mx', 0]","['@SEMARNAT_mx', 0]","['NUNCA', 0.0001490679315587773]","['sonorenses', 0.0003876895940213565]","['ENTONCES', 0.0012541835317002592]"
llegarás,"['llegarás', 0]","['croquetas', 1.936266189606073e-07]","['asaltos', 4.943477085461723e-07]","['ELLA', 1.3668917202558362e-06]","['saldrán', 1.5035235941818215e-06]"
porqueria,"['porqueria', 0]","['Linea', 1.885175697435848e-06]","['tigres', 2.1493229840352512e-06]","['pagues', 2.8726205162366014e-06]","['RATAS', 3.551346243857445e-06]"
ocultar,"['ocultar', 0]","['irás', 1.942890293094024e-14]","['decimos', 3.219646771412954e-14]","['DA', 5.717648576819556e-14]","['leyendo', 1.0180745135812685e-13]"
"medicamentos,","['medicamentos,', 0]","['sorpresa?', 5.120205814890255e-09]","['show', 6.900165550050019e-09]","['insultos', 3.5322044844576794e-08]","['quincena', 4.740947878723034e-08]"
decían,"['decían', 0]","['Chávez', 2.6645352591003757e-15]","['luchas', 7.993605777301127e-15]","['defectos', 1.3322676295501878e-14]","['espectacular', 6.483702463810914e-14]"
cuello,"['cuello', 0]","['hermoso', 4.884981308350689e-15]","['descanso', 1.9539925233402755e-14]","['activa', 4.39648317751562e-14]","['puedas', 7.815970093361102e-14]"
Ten,"['Ten', 0]","['han', 3.284705840655988e-12]","['hasta', 1.3188006242614847e-11]","['buen', 8.273515206269622e-11]","['él', 4.665501318612542e-10]"
vejete,"['vejete', 0]","['Belisario', 0.00013304566811978003]","['Tlaxcala', 0.00017860268320835093]","['(2/2)', 0.0004716914080147294]","['desquite', 0.0011082835476282638]"
"miedo,","['miedo,', 0]","['palabras,', 5.225278931764166e-08]","['sociales.', 1.6811606939892698e-07]","['transporte.', 3.116436999572869e-07]","['hacen,', 3.5634617612245734e-07]"
"género,","['género,', 0]","['existe.', 8.835120679506758e-08]","['eh!', 9.684533930354178e-08]","['rancio', 2.4751162608360744e-07]","['civil,', 2.5406642223391174e-07]"
@diegosinhue,"['@diegosinhue', 0]","['@Luciatraswbcs', 1.3734061003467524e-05]","['mañaneras', 4.900188152401341e-05]","['@leonelgodoy', 0.00018012135387457384]","['@AlvarezMaynez', 0.00023768265302281932]"
Seguimos,"['Seguimos', 0]","['luce', 3.3306690738754696e-16]","['giras', 4.107825191113079e-15]","['hermosos', 8.43769498715119e-15]","['mansión', 3.097522238704187e-14]"
merecemos,"['merecemos', 0]","['robarse', 4.482620719059582e-09]","['sorpresa,', 1.687116291115842e-08]","['regalando', 2.774610674549649e-08]","['bonito,', 3.6296469607677295e-08]"
escudo,"['escudo', 0]","['manejo', 4.218847493575595e-15]","['pierde', 4.3298697960381105e-15]","['requisito', 5.2735593669694936e-14]","['despierta', 3.8979930394589246e-13]"
