,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
2787,"['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 3.6282088444750116e-13]","['sintiendo', array([4.0000e+00, 2.2998e+04, 5.0000e+00]), 1.5095369398920866e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.7380430428204363e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.7380430428204363e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.7380430428204363e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.7380430428204363e-11]","['hubiesen', array([4.0000e+00, 2.2962e+04, 5.0000e+00]), 1.758904133453143e-11]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 2.5627944211237264e-11]","['tendrías', array([4.000e+00, 2.279e+04, 5.000e+00]), 3.228606271221679e-11]","['mías', array([4.0000e+00, 2.2199e+04, 5.0000e+00]), 1.2036838192841515e-10]",dígame
2788,"['los', array([   4., 1065.,    5.]), 6.349709646968904e-11]","['del', array([   4., 1072.,    5.]), 3.9169167909136604e-10]","['se', array([   4., 1062.,    5.]), 3.991026398253439e-10]","['se', array([   4., 1062.,    5.]), 3.991026398253439e-10]","['o', array([   4., 1074.,    5.]), 7.648592870168613e-10]","['es', array([   4., 1058.,    5.]), 1.3028881307164397e-09]","['su', array([   4., 1079.,    5.]), 2.226966500096239e-09]","['con', array([   4., 1051.,    5.]), 4.1728022148745936e-09]","['no', array([   4., 1084.,    5.]), 4.42826397772933e-09]","['un', array([   4., 1049.,    5.]), 5.301359240483805e-09]",¿Cuando
2789,"['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 2.7030488958246224e-11]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 2.9465319073551655e-11]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 6.678847475072303e-10]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 7.328899709335701e-10]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 1.330161314427869e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 6.3442243680711385e-09]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 9.090692754121221e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 1.0243487169603327e-08]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 1.0619565560254784e-08]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 1.34770209436752e-08]",vio
2790,"['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.432187701766452e-14]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.432187701766452e-14]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.432187701766452e-14]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.0772605030240356e-11]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.0772605030240356e-11]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.0772605030240356e-11]","['tenías', array([4.000e+00, 8.607e+03, 5.000e+00]), 2.1200041722124752e-11]","['estuve', array([4.000e+00, 8.791e+03, 5.000e+00]), 4.10379508153369e-11]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 6.579370381842864e-11]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 6.579370381842864e-11]",hipopótamo
2791,"['habrías', array([4.000e+00, 2.128e+04, 5.000e+00]), 1.0821454843323863e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 3.365863143756087e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 3.365863143756087e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 3.365863143756087e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 3.365863143756087e-11]","['tuyos', array([4.000e+00, 2.038e+04, 5.000e+00]), 3.728839459427036e-11]","['tendríamos', array([4.0000e+00, 2.1718e+04, 5.0000e+00]), 5.746558784380795e-11]","['hubiéramos', array([4.0000e+00, 2.1974e+04, 5.0000e+00]), 1.0018752494289629e-10]","['estaríamos', array([4.0000e+00, 2.2111e+04, 5.0000e+00]), 1.273749994368245e-10]","['mías', array([4.0000e+00, 2.2199e+04, 5.0000e+00]), 1.463564824888408e-10]",convierta
2792,"['más', array([   4., 1216.,    5.]), 3.737898879307977e-11]","['ten', array([   4., 1231.,    5.]), 1.5410124287740246e-09]","['ten', array([   4., 1231.,    5.]), 1.5410124287740246e-09]","['ten', array([   4., 1231.,    5.]), 1.5410124287740246e-09]","['ten', array([   4., 1231.,    5.]), 1.5410124287740246e-09]","['le', array([   4., 1232.,    5.]), 1.7843095889702454e-09]","['te', array([   4., 1240.,    5.]), 4.349483440080348e-09]","['ti', array([   4., 1248.,    5.]), 7.984526928517255e-09]","['como', array([   4., 1184.,    5.]), 1.1394335697190172e-08]","['está', array([   4., 1266.,    5.]), 1.9863292566313362e-08]","jirafa?,"
2793,"['los', array([   4., 1065.,    5.]), 6.349709646968904e-11]","['del', array([   4., 1072.,    5.]), 3.9169167909136604e-10]","['se', array([   4., 1062.,    5.]), 3.991026398253439e-10]","['se', array([   4., 1062.,    5.]), 3.991026398253439e-10]","['o', array([   4., 1074.,    5.]), 7.648592870168613e-10]","['es', array([   4., 1058.,    5.]), 1.3028881307164397e-09]","['su', array([   4., 1079.,    5.]), 2.226966500096239e-09]","['con', array([   4., 1051.,    5.]), 4.1728022148745936e-09]","['no', array([   4., 1084.,    5.]), 4.42826397772933e-09]","['un', array([   4., 1049.,    5.]), 5.301359240483805e-09]",¿un
2794,"['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 7.969180870759374e-13]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.1904479058653124e-12]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.1904479058653124e-12]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.1904479058653124e-12]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.1904479058653124e-12]","['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 4.300093614517664e-11]","['sintiendo', array([4.0000e+00, 2.2998e+04, 5.0000e+00]), 9.683376323010862e-11]","['hubiesen', array([4.0000e+00, 2.2962e+04, 5.0000e+00]), 1.0300371666716046e-10]","['tendrías', array([4.000e+00, 2.279e+04, 5.000e+00]), 1.3542533761068398e-10]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 1.9550827623504574e-10]",elefante
2795,"['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.2634338020234281e-13]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.2634338020234281e-13]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.2634338020234281e-13]","['estuve', array([4.000e+00, 8.791e+03, 5.000e+00]), 7.66409158359238e-12]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.2373657654052295e-11]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.2373657654052295e-11]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.2373657654052295e-11]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 5.7541527098692313e-11]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 5.7541527098692313e-11]","['tenías', array([4.000e+00, 8.607e+03, 5.000e+00]), 6.793132723004192e-11]",convertirse
2796,"['era', array([   4., 1538.,    5.]), 9.186799099225595e-10]","['era', array([   4., 1538.,    5.]), 9.186799099225595e-10]","['contra', array([   4., 1534.,    5.]), 1.4429329953102865e-09]","['hu', array([   4., 1529.,    5.]), 2.2693521506411685e-09]","['ya', array([   4., 1526.,    5.]), 2.8578788224820073e-09]","['hasta', array([   4., 1597.,    5.]), 6.1541001183940125e-09]","['algo', array([   4., 1513.,    5.]), 6.233422111812104e-09]","['tiene', array([   4., 1512.,    5.]), 6.549854769666297e-09]","['han', array([   4., 1600.,    5.]), 7.016381586844034e-09]","['él', array([   4., 1611.,    5.]), 1.0626646451683541e-08]",camello?.
2797,"['como', array([   4., 1184.,    5.]), 5.172113848317395e-10]","['mi', array([   4., 1153.,    5.]), 6.411188691046732e-09]","['más', array([   4., 1216.,    5.]), 1.522082193616825e-08]","['ha', array([   4., 1131.,    5.]), 2.4477362581265538e-08]","['me', array([   4., 1129.,    5.]), 2.6746607817429435e-08]","['ten', array([   4., 1231.,    5.]), 2.847395219607307e-08]","['ten', array([   4., 1231.,    5.]), 2.847395219607307e-08]","['ten', array([   4., 1231.,    5.]), 2.847395219607307e-08]","['ten', array([   4., 1231.,    5.]), 2.847395219607307e-08]","['le', array([   4., 1232.,    5.]), 2.9490376807217444e-08]",Es
2798,"['estar', array([   4., 1712.,    5.]), 3.835998185763856e-11]","['están', array([   4., 1690.,    5.]), 7.971451276844732e-10]","['he', array([   4., 1734.,    5.]), 1.5798454766624559e-09]","['uno', array([   4., 1745.,    5.]), 3.1592120031120885e-09]","['ese', array([   4., 1672.,    5.]), 3.257602632089629e-09]","['nada', array([   4., 1671.,    5.]), 3.4452140029728184e-09]","['donde', array([   4., 1748.,    5.]), 3.679622939678495e-09]","['ella', array([   4., 1749.,    5.]), 3.8614845765394534e-09]","['desde', array([   4., 1668.,    5.]), 4.041043499825037e-09]","['otros', array([   4., 1759.,    5.]), 5.9071084690387465e-09]",acuerdo
2799,"['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 7.991962647224682e-11]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 2.777231777884026e-10]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 7.329543638689984e-10]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 7.329543638689984e-10]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 1.454767306618976e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 1.5986061363548743e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 3.3497150608852166e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 5.858608154163392e-09]","['somos', array([4.000e+00, 4.107e+03, 5.000e+00]), 1.0191408272852698e-08]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 1.0300143182817578e-08]",mandamiento
2800,"['tú', array([   4., 1808.,    5.]), 9.473599682507938e-11]","['sí', array([   4., 1794.,    5.]), 9.622025398670075e-11]","['esa', array([   4., 1792.,    5.]), 1.5941337139224743e-10]","['mucho', array([   4., 1789.,    5.]), 2.8435254151304434e-10]","['estado', array([   4., 1814.,    5.]), 3.245843593902009e-10]","['estaba', array([   4., 1788.,    5.]), 3.3409264243999814e-10]","['estaba', array([   4., 1788.,    5.]), 3.3409264243999814e-10]","['durante', array([   4., 1787.,    5.]), 3.8790226586371546e-10]","['porque', array([   4., 1817.,    5.]), 4.900561068055254e-10]","['sent', array([   4., 1823.,    5.]), 9.204234041604309e-10]",Dios
2801,"['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 2.1911028547094702e-11]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 1.2129841575614364e-10]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 6.465004087630177e-10]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 2.8078537273046322e-09]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 2.936861975832983e-09]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 3.6882678022820414e-09]","['seas', array([4.000e+00, 6.403e+03, 5.000e+00]), 3.9065636281421234e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 4.043975043721559e-09]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 4.201727299424363e-09]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 5.6537799997258276e-09]",Padre
2802,"['tuviéramos', array([4.000e+00, 2.868e+04, 5.000e+00]), 1.7408297026122455e-13]","['habrás', array([4.0000e+00, 2.7977e+04, 5.0000e+00]), 1.922062509152056e-11]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 9.138978462885916e-11]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 1.0897682756194627e-10]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 2.4330926162718924e-10]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 9.286369451189103e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.838870829170787e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.838870829170787e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.838870829170787e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.838870829170787e-10]",ordeno
2803,"['sintiendo', array([4.0000e+00, 2.2998e+04, 5.0000e+00]), 8.784084570834239e-13]","['hubiesen', array([4.0000e+00, 2.2962e+04, 5.0000e+00]), 1.5520917884259688e-12]","['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 5.502598376949663e-12]","['tendrías', array([4.000e+00, 2.279e+04, 5.000e+00]), 7.474687535591329e-12]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 5.065281527549814e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 5.065281527549814e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 5.065281527549814e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 5.065281527549814e-11]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 6.416822628807495e-11]","['mías', array([4.0000e+00, 2.2199e+04, 5.0000e+00]), 6.43709530123715e-11]","reproducirse,"
2804,"['os', array([   4., 2821.,    5.]), 7.361222742474638e-11]","['mío', array([   4., 2895.,    5.]), 2.460690651240327e-09]","['muchos', array([   4., 2720.,    5.]), 2.6027529020922202e-09]","['esas', array([   4., 2899.,    5.]), 2.6794373386707093e-09]","['haya', array([   4., 2697.,    5.]), 4.252701857332397e-09]","['algunas', array([   4., 2943.,    5.]), 5.642022626872745e-09]","['hemos', array([   4., 2972.,    5.]), 8.122557959566734e-09]","['esos', array([   4., 2651.,    5.]), 8.90056695013186e-09]","['eran', array([   4., 2632.,    5.]), 1.1378903708170185e-08]","['tus', array([   4., 2620.,    5.]), 1.3121907782576159e-08]",según
2805,"['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 1.820631423399277e-10]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 1.820631423399277e-10]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 2.9965396830533564e-10]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 5.712662565215965e-10]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 1.000231231174098e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 1.2942249494329872e-09]","['somos', array([4.000e+00, 4.107e+03, 5.000e+00]), 3.6465049868539268e-09]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 3.7116623108346403e-09]","['tenga', array([4.000e+00, 4.058e+03, 5.000e+00]), 5.431402549938014e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 6.194889268229531e-09]",género
2806,"['os', array([   4., 2821.,    5.]), 7.361222742474638e-11]","['mío', array([   4., 2895.,    5.]), 2.460690651240327e-09]","['muchos', array([   4., 2720.,    5.]), 2.6027529020922202e-09]","['esas', array([   4., 2899.,    5.]), 2.6794373386707093e-09]","['haya', array([   4., 2697.,    5.]), 4.252701857332397e-09]","['algunas', array([   4., 2943.,    5.]), 5.642022626872745e-09]","['hemos', array([   4., 2972.,    5.]), 8.122557959566734e-09]","['esos', array([   4., 2651.,    5.]), 8.90056695013186e-09]","['eran', array([   4., 2632.,    5.]), 1.1378903708170185e-08]","['tus', array([   4., 2620.,    5.]), 1.3121907782576159e-08]",según
2807,"['fui', array([   4., 3893.,    5.]), 7.395450918323832e-11]","['nuestras', array([   4., 3963.,    5.]), 1.42644784872914e-10]","['ellas', array([   4., 3878.,    5.]), 1.7156398524065253e-10]","['estad', array([   4., 4000.,    5.]), 5.067638531031093e-10]","['estad', array([   4., 4000.,    5.]), 5.067638531031093e-10]","['estad', array([   4., 4000.,    5.]), 5.067638531031093e-10]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 7.763255593928875e-10]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 7.763255593928875e-10]","['tenga', array([4.000e+00, 4.058e+03, 5.000e+00]), 1.4968909445300937e-09]","['hubiera', array([   4., 3794.,    5.]), 1.5169162592698626e-09]",especie.
2808,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
2809,"['sus', array([   4., 1287.,    5.]), 6.137598207445194e-10]","['sobre', array([   4., 1269.,    5.]), 6.312943501285417e-10]","['está', array([   4., 1266.,    5.]), 1.1276264366699706e-09]","['tu', array([   4., 1294.,    5.]), 1.9188545197224016e-09]","['qué', array([   4., 1296.,    5.]), 2.4210605742425173e-09]","['ti', array([   4., 1248.,    5.]), 7.252423550596632e-09]","['te', array([   4., 1240.,    5.]), 1.178673436630362e-08]","['le', array([   4., 1232.,    5.]), 1.749700728748138e-08]","['ten', array([   4., 1231.,    5.]), 1.829570361877586e-08]","['ten', array([   4., 1231.,    5.]), 1.829570361877586e-08]",Por
2810,"['tienen', array([   4., 2179.,    5.]), 3.6305403128267244e-12]","['fuera', array([   4., 2171.,    5.]), 9.143563683977618e-11]","['fuera', array([   4., 2171.,    5.]), 9.143563683977618e-11]","['estas', array([   4., 2170.,    5.]), 1.1073908456893378e-10]","['nosotros', array([   4., 2164.,    5.]), 2.659612530209188e-10]","['eres', array([   4., 2149.,    5.]), 9.555688462725698e-10]","['será', array([   4., 2218.,    5.]), 1.199266019824563e-09]","['quien', array([   4., 2141.,    5.]), 1.5042553869193398e-09]","['tienes', array([   4., 2126.,    5.]), 2.884255279056447e-09]","['estos', array([   4., 2111.,    5.]), 4.738647585433853e-09]",medio
2811,"['tuviéramos', array([4.000e+00, 2.868e+04, 5.000e+00]), 1.3716805469243809e-11]","['habrás', array([4.0000e+00, 2.7977e+04, 5.0000e+00]), 5.883715736842987e-11]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 1.650246606033079e-10]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 1.8839185766950095e-10]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 3.566343886873824e-10]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 1.1397335297758104e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2008558591958263e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2008558591958263e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2008558591958263e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2008558591958263e-09]",Leyes
2812,"['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 4.8278159248127395e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.149192266491355e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.149192266491355e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.149192266491355e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.149192266491355e-11]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 6.283629172543215e-11]","['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 1.5908807604603226e-10]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 1.7124601736639988e-10]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 1.950350991819505e-10]","['sintiendo', array([4.0000e+00, 2.2998e+04, 5.0000e+00]), 2.526803211111428e-10]",Física:
2813,"['tuyo', array([4.000e+00, 6.708e+03, 5.000e+00]), 2.1132984251437392e-11]","['hubier', array([4.000e+00, 6.619e+03, 5.000e+00]), 1.8694490400150698e-10]","['vosotros', array([4.000e+00, 6.901e+03, 5.000e+00]), 2.039114432861311e-10]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 5.788518553373478e-10]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 5.788518553373478e-10]","['seas', array([4.000e+00, 6.403e+03, 5.000e+00]), 1.3504488638460543e-09]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 1.4837789885646657e-09]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 2.140152166596465e-09]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 2.446257973964805e-09]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 2.446257973964805e-09]",Segunda
